name,port_lat,port_long
Port Moresby Jacksons International Airport,-9.44338035583496,147.22000122070312
Keflavik International Airport,63.985001,-22.6056
PriA!tina International Airport,42.5728,21.035801
Guodu air base,36.001741,117.63201
Edmonton International Airport,53.3097000122,-113.580001831
Halifax / Stanfield International Airport,44.8807983398,-63.5085983276
Ottawa Macdonald-Cartier International Airport,45.3224983215332,-75.66919708251953
Montreal / Pierre Elliott Trudeau International Airport,45.4706001282,-73.7407989502
Vancouver International Airport,49.193901062,-123.183998108
Winnipeg / James Armstrong Richardson International Airport,49.9099998474,-97.2398986816
Calgary International Airport,51.113899231,-114.019996643
Victoria International Airport,48.646900177,-123.426002502
St. John's International Airport,47.618598938,-52.7518997192
Lester B. Pearson International Airport,43.6772003174,-79.63059997559999
Houari Boumediene Airport,36.69100189208984,3.215409994125366
Ouagadougou Airport,12.3532,-1.51242
Kotoka International Airport,5.605189800262451,-0.1667860001325607
Nnamdi Azikiwe International Airport,9.006790161132812,7.263169765472412
Akwa Ibom International Airport,4.8725,8.093
Mallam Aminu International Airport,12.0476,8.52462
Murtala Muhammed International Airport,6.5773701667785645,3.321160078048706
Diori Hamani International Airport,13.4815,2.18361
Tunis Carthage International Airport,36.85100173950195,10.22719955444336
Brussels Airport,50.9014015198,4.48443984985
Brussels South Charleroi Airport,50.459202,4.45382
"LiA""ge Airport",50.63740158081055,5.443220138549805
Berlin-SchAPnefeld Airport,52.380001,13.5225
Dresden Airport,51.1328010559082,13.767200469970703
Frankfurt am Main Airport,50.033333,8.570556
MA 1/4nster OsnabrA 1/4ck Airport,52.134601593,7.68483018875
Hamburg Airport,53.630401611328,9.9882297515869
Cologne Bonn Airport,50.8658981323,7.1427397728
DA 1/4sseldorf Airport,51.289501,6.76678
Munich Airport,48.353802,11.7861
Nuremberg Airport,49.498699,11.078056
Leipzig/Halle Airport,51.423889,12.236389
Stuttgart Airport,48.6898994446,9.22196006775
Berlin-Tegel Airport,52.5597,13.2877
Hannover Airport,52.461101532,9.68507957458
Bremen Airport,53.0475006104,8.78666973114
Dortmund Airport,51.51829910279999,7.61223983765
Karlsruhe Baden-Baden Airport,48.7793998718,8.08049964905
Lennart Meri Tallinn Airport,59.41329956049999,24.8327999115
Helsinki Vantaa Airport,60.317199707031,24.963300704956
Belfast International Airport,54.6575012207,-6.21582984924
George Best Belfast City Airport,54.61809921264648,-5.872499942779541
Birmingham International Airport,52.4538993835,-1.74802994728
Manchester Airport,53.35369873046875,-2.2749500274658203
Robin Hood Doncaster Sheffield Airport,53.4805378105,-1.01065635681
Cardiff International Airport,51.39670181274414,-3.343329906463623
Bristol Airport,51.382702,-2.71909
Liverpool John Lennon Airport,53.33359909057617,-2.849720001220703
London Luton Airport,51.874698638916016,-0.3683330118656158
Bournemouth Airport,50.77999877929688,-1.8424999713897705
Southampton Airport,50.95029830932617,-1.3567999601364136
London Gatwick Airport,51.148102,-0.190278
London Heathrow Airport,51.4706,-0.461941
Leeds Bradford Airport,53.86589813232422,-1.6605700254440308
Newcastle Airport,55.03749847412109,-1.6916699409484863
East Midlands Airport,52.8311004639,-1.32806003094
Aberdeen Dyce Airport,57.20190048217773,-2.197779893875122
Glasgow International Airport,55.871899,-4.43306
Edinburgh Airport,55.95000076293945,-3.372499942779541
Norwich International Airport,52.6758003235,1.28278005123
London Stansted Airport,51.8849983215,0.234999999404
Exeter International Airport,50.73440170288086,-3.4138898849487305
RAF Lakenheath,52.4093017578,0.56099998951
RAF Mildenhall,52.36190032958984,0.486405998468399
RAF Fairford,51.6822013855,-1.7900300025900002
RAF Brize Norton,51.75,-1.58362
Amsterdam Airport Schiphol,52.308601,4.76389
Eindhoven Airport,51.4500999451,5.37452983856
Cork Airport,51.84130096435547,-8.491109848022461
Dublin Airport,53.421299,-6.27007
Shannon Airport,52.702,-8.92482
Billund Airport,55.7402992249,9.15178012848
Copenhagen Kastrup Airport,55.617900848389,12.656000137329
Aalborg Airport,57.0927589138,9.84924316406
Luxembourg-Findel International Airport,49.6233333,6.2044444
"BodA, Airport",67.26920318603516,14.365300178527832
Bergen Airport Flesland,60.29339981,5.218140125
Oslo Gardermoen Airport,60.193901062012,11.100399971008
"TromsA, Airport",69.68329620361328,18.91889953613281
Trondheim Airport VA|rnes,63.4578018,10.9239998
Stavanger Airport Sola,58.876701354,5.6377801895
GdaAsk Lech WaAAsa Airport,54.37760162353516,18.46619987487793
KrakA3w John Paul II International Airport,50.077702,19.7848
Katowice International Airport,50.4743,19.08
Modlin Airport,52.451099,20.6518
PoznaA-Aawica Airport,52.4210014343,16.8262996674
Warsaw Chopin Airport,52.1656990051,20.9671001434
Copernicus WrocAaw Airport,51.1026992798,16.885799408
Gothenburg-Landvetter Airport,57.662799835205,12.279800415039
MalmAP Sturup Airport,55.536305364,13.3761978149
LuleAY= Airport,65.543800354004,22.121999740601
Stockholm-Arlanda Airport,59.651901245117,17.918600082397
Ramstein Air Base,49.4369010925293,7.600279808044434
Riga International Airport,56.92359924316406,23.971099853515625
Vilnius International Airport,54.634102,25.285801
Cape Town International Airport,-33.9648017883,18.6016998291
George Airport,-34.0056,22.378902
King Shaka International Airport,-29.6144444444,31.1197222222
